﻿Geography,Year,Category,Industry Space Use,Value
Port Melbourne,2042,Jobs by industry,Agriculture and mining,2
Port Melbourne,2024,Jobs by industry,Arts and recreation services,136
Port Melbourne,2026,Jobs by industry,Arts and recreation services,149
Port Melbourne,2043,Jobs by industry,Arts and recreation services,237
Port Melbourne,2025,Jobs by industry,Business services,1236
Port Melbourne,2033,Jobs by industry,Business services,1494
Port Melbourne,2034,Jobs by industry,Business services,1530
Port Melbourne,2037,Jobs by industry,Business services,3791
Port Melbourne,2039,Jobs by industry,Business services,6978
Port Melbourne,2023,Jobs by industry,Construction,1202
Port Melbourne,2025,Jobs by industry,Construction,1211
Port Melbourne,2028,Jobs by industry,Construction,1297
Port Melbourne,2031,Jobs by industry,Construction,1377
Port Melbourne,2033,Jobs by industry,Construction,1428
Port Melbourne,2036,Jobs by industry,Construction,1637
Port Melbourne,2037,Jobs by industry,Construction,1739
Port Melbourne,2039,Jobs by industry,Construction,1833
Port Melbourne,2040,Jobs by industry,Construction,1826
Port Melbourne,2029,Jobs by industry,Education and training,240
Port Melbourne,2031,Jobs by industry,Education and training,286
Port Melbourne,2032,Jobs by industry,Education and training,309
Port Melbourne,2035,Jobs by industry,Education and training,381
Port Melbourne,2036,Jobs by industry,Education and training,631
Port Melbourne,2037,Jobs by industry,Education and training,960
Port Melbourne,2038,Jobs by industry,Education and training,1370
Port Melbourne,2040,Jobs by industry,Education and training,2453
Port Melbourne,2024,Jobs by industry,"Electricity, gas, water and waste services",36
Port Melbourne,2025,Jobs by industry,"Electricity, gas, water and waste services",36
Port Melbourne,2027,Jobs by industry,"Electricity, gas, water and waste services",37
Port Melbourne,2032,Jobs by industry,"Electricity, gas, water and waste services",39
Port Melbourne,2037,Jobs by industry,"Electricity, gas, water and waste services",131
Port Melbourne,2039,Jobs by industry,"Electricity, gas, water and waste services",64
Port Melbourne,2023,Jobs by industry,Finance and insurance,24
Port Melbourne,2024,Jobs by industry,Finance and insurance,24
Port Melbourne,2026,Jobs by industry,Finance and insurance,26
Port Melbourne,2028,Jobs by industry,Finance and insurance,27
Port Melbourne,2030,Jobs by industry,Finance and insurance,28
Port Melbourne,2031,Jobs by industry,Finance and insurance,28
Port Melbourne,2032,Jobs by industry,Finance and insurance,29
Port Melbourne,2033,Jobs by industry,Finance and insurance,29
Port Melbourne,2034,Jobs by industry,Finance and insurance,29
Port Melbourne,2037,Jobs by industry,Finance and insurance,99
Port Melbourne,2038,Jobs by industry,Finance and insurance,94
Port Melbourne,2039,Jobs by industry,Finance and insurance,63
Port Melbourne,2040,Jobs by industry,Finance and insurance,3
Port Melbourne,2043,Jobs by industry,Finance and insurance,4
Port Melbourne,2026,Jobs by industry,Food and beverage services,362
Port Melbourne,2027,Jobs by industry,Food and beverage services,391
Port Melbourne,2028,Jobs by industry,Food and beverage services,427
Port Melbourne,2029,Jobs by industry,Food and beverage services,467
Port Melbourne,2032,Jobs by industry,Food and beverage services,562
Port Melbourne,2034,Jobs by industry,Food and beverage services,601
Port Melbourne,2036,Jobs by industry,Food and beverage services,678
Port Melbourne,2039,Jobs by industry,Food and beverage services,776
Port Melbourne,2042,Jobs by industry,Food and beverage services,883
Port Melbourne,2043,Jobs by industry,Food and beverage services,914
Port Melbourne,2026,Jobs by industry,Health care and social assistance,278
Port Melbourne,2029,Jobs by industry,Health care and social assistance,509
Port Melbourne,2032,Jobs by industry,Health care and social assistance,780
Port Melbourne,2034,Jobs by industry,Health care and social assistance,1041
Port Melbourne,2035,Jobs by industry,Health care and social assistance,1312
Port Melbourne,2041,Jobs by industry,Health care and social assistance,5020
Port Melbourne,2043,Jobs by industry,Health care and social assistance,5853
Port Melbourne,2026,Jobs by industry,Information media and telecommunications,676
Port Melbourne,2032,Jobs by industry,Information media and telecommunications,775
Port Melbourne,2033,Jobs by industry,Information media and telecommunications,789
Port Melbourne,2028,Jobs by industry,Manufacturing,3481
Port Melbourne,2030,Jobs by industry,Manufacturing,3480
Port Melbourne,2041,Jobs by industry,Manufacturing,2122
Port Melbourne,2023,Jobs by industry,Other services,214
Port Melbourne,2024,Jobs by industry,Other services,218
Port Melbourne,2027,Jobs by industry,Other services,224
Port Melbourne,2036,Jobs by industry,Other services,252
Port Melbourne,2038,Jobs by industry,Other services,213
Port Melbourne,2023,Jobs by industry,Public administration and safety,1235
Port Melbourne,2024,Jobs by industry,Public administration and safety,1238
Port Melbourne,2026,Jobs by industry,Public administration and safety,1248
Port Melbourne,2027,Jobs by industry,Public administration and safety,1257
Port Melbourne,2029,Jobs by industry,Public administration and safety,1277
Port Melbourne,2035,Jobs by industry,Public administration and safety,1331
Port Melbourne,2040,Jobs by industry,Public administration and safety,1099
Port Melbourne,2041,Jobs by industry,Public administration and safety,1110
Port Melbourne,2042,Jobs by industry,Public administration and safety,1122
Port Melbourne,2025,Jobs by industry,Real estate services,60
Port Melbourne,2027,Jobs by industry,Real estate services,63
Port Melbourne,2028,Jobs by industry,Real estate services,64
Port Melbourne,2029,Jobs by industry,Real estate services,65
Port Melbourne,2032,Jobs by industry,Real estate services,68
Port Melbourne,2028,Jobs by industry,Rental and hiring services,288
Port Melbourne,2031,Jobs by industry,Rental and hiring services,266
Port Melbourne,2033,Jobs by industry,Rental and hiring services,228
Port Melbourne,2034,Jobs by industry,Rental and hiring services,215
Port Melbourne,2035,Jobs by industry,Rental and hiring services,205
Port Melbourne,2039,Jobs by industry,Rental and hiring services,117
Port Melbourne,2040,Jobs by industry,Rental and hiring services,93
Port Melbourne,2041,Jobs by industry,Rental and hiring services,94
Port Melbourne,2025,Jobs by industry,Retail trade,404
Port Melbourne,2026,Jobs by industry,Retail trade,436
Port Melbourne,2029,Jobs by industry,Retail trade,511
Port Melbourne,2032,Jobs by industry,Retail trade,557
Port Melbourne,2034,Jobs by industry,Retail trade,591
Port Melbourne,2036,Jobs by industry,Retail trade,640
Port Melbourne,2039,Jobs by industry,Retail trade,720
Port Melbourne,2040,Jobs by industry,Retail trade,747
Port Melbourne,2024,Jobs by industry,"Transport, postal and storage",2518
Port Melbourne,2026,Jobs by industry,"Transport, postal and storage",2591
Port Melbourne,2028,Jobs by industry,"Transport, postal and storage",2620
Port Melbourne,2031,Jobs by industry,"Transport, postal and storage",2630
Port Melbourne,2032,Jobs by industry,"Transport, postal and storage",2646
Port Melbourne,2042,Jobs by industry,"Transport, postal and storage",2056
Port Melbourne,2043,Jobs by industry,"Transport, postal and storage",2087
Port Melbourne,2024,Jobs by industry,Wholesale trade,1177
Port Melbourne,2028,Jobs by industry,Wholesale trade,1245
Port Melbourne,2032,Jobs by industry,Wholesale trade,1316
Port Melbourne,2034,Jobs by industry,Wholesale trade,1379
Port Melbourne,2036,Jobs by industry,Wholesale trade,1266
Port Melbourne,2037,Jobs by industry,Wholesale trade,1095
Port Melbourne,2043,Jobs by industry,Wholesale trade,605
South Yarra,2030,Jobs by industry,Accommodation,77
South Yarra,2039,Jobs by industry,Accommodation,77
South Yarra,2043,Jobs by industry,Accommodation,77
South Yarra,2024,Jobs by industry,Admin and support services,3
South Yarra,2026,Jobs by industry,Admin and support services,3
South Yarra,2028,Jobs by industry,Admin and support services,3
South Yarra,2034,Jobs by industry,Admin and support services,2
South Yarra,2035,Jobs by industry,Admin and support services,2
South Yarra,2039,Jobs by industry,Admin and support services,2
South Yarra,2040,Jobs by industry,Admin and support services,2
South Yarra,2041,Jobs by industry,Admin and support services,2
South Yarra,2043,Jobs by industry,Admin and support services,2
South Yarra,2023,Jobs by industry,Agriculture and mining,0
South Yarra,2025,Jobs by industry,Agriculture and mining,0
South Yarra,2029,Jobs by industry,Agriculture and mining,0
South Yarra,2031,Jobs by industry,Agriculture and mining,0
South Yarra,2040,Jobs by industry,Agriculture and mining,0
South Yarra,2025,Jobs by industry,Arts and recreation services,14
South Yarra,2032,Jobs by industry,Arts and recreation services,13
South Yarra,2036,Jobs by industry,Arts and recreation services,13
South Yarra,2039,Jobs by industry,Arts and recreation services,13
South Yarra,2041,Jobs by industry,Arts and recreation services,12
South Yarra,2042,Jobs by industry,Arts and recreation services,12
South Yarra,2023,Jobs by industry,Business services,7
South Yarra,2026,Jobs by industry,Business services,47
South Yarra,2028,Jobs by industry,Business services,48
South Yarra,2029,Jobs by industry,Business services,48
South Yarra,2030,Jobs by industry,Business services,48
South Yarra,2033,Jobs by industry,Business services,49
South Yarra,2036,Jobs by industry,Business services,49
South Yarra,2039,Jobs by industry,Business services,48
South Yarra,2040,Jobs by industry,Business services,48
South Yarra,2041,Jobs by industry,Business services,48
South Yarra,2042,Jobs by industry,Business services,48
South Yarra,2024,Jobs by industry,Construction,1
South Yarra,2025,Jobs by industry,Construction,1
South Yarra,2026,Jobs by industry,Construction,1
South Yarra,2030,Jobs by industry,Construction,1
South Yarra,2035,Jobs by industry,Construction,1
South Yarra,2037,Jobs by industry,Construction,1
South Yarra,2039,Jobs by industry,Construction,1
South Yarra,2041,Jobs by industry,Construction,1
South Yarra,2042,Jobs by industry,Construction,1
South Yarra,2024,Jobs by industry,Education and training,826
South Yarra,2028,Jobs by industry,Education and training,860
South Yarra,2031,Jobs by industry,Education and training,871
South Yarra,2033,Jobs by industry,Education and training,876
South Yarra,2034,Jobs by industry,Education and training,878
South Yarra,2036,Jobs by industry,Education and training,879
South Yarra,2040,Jobs by industry,Education and training,847
South Yarra,2041,Jobs by industry,Education and training,848
South Yarra,2042,Jobs by industry,Education and training,847
South Yarra,2028,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2029,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2032,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2034,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2036,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2038,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2039,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2042,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2025,Jobs by industry,Finance and insurance,8
South Yarra,2026,Jobs by industry,Finance and insurance,8
South Yarra,2031,Jobs by industry,Finance and insurance,8
South Yarra,2034,Jobs by industry,Finance and insurance,8
South Yarra,2035,Jobs by industry,Finance and insurance,8
South Yarra,2038,Jobs by industry,Finance and insurance,8
South Yarra,2041,Jobs by industry,Finance and insurance,8
South Yarra,2023,Jobs by industry,Food and beverage services,136
South Yarra,2025,Jobs by industry,Food and beverage services,140
South Yarra,2027,Jobs by industry,Food and beverage services,142
South Yarra,2040,Jobs by industry,Food and beverage services,147
South Yarra,2043,Jobs by industry,Food and beverage services,147
South Yarra,2025,Jobs by industry,Health care and social assistance,52
South Yarra,2026,Jobs by industry,Health care and social assistance,53
South Yarra,2029,Jobs by industry,Health care and social assistance,53
South Yarra,2034,Jobs by industry,Health care and social assistance,54
South Yarra,2035,Jobs by industry,Health care and social assistance,54
South Yarra,2037,Jobs by industry,Health care and social assistance,54
South Yarra,2043,Jobs by industry,Health care and social assistance,55
South Yarra,2026,Jobs by industry,Information media and telecommunications,1
South Yarra,2029,Jobs by industry,Information media and telecommunications,1
South Yarra,2030,Jobs by industry,Information media and telecommunications,1
South Yarra,2032,Jobs by industry,Information media and telecommunications,1
South Yarra,2036,Jobs by industry,Information media and telecommunications,1
South Yarra,2038,Jobs by industry,Information media and telecommunications,1
South Yarra,2039,Jobs by industry,Information media and telecommunications,1
South Yarra,2024,Jobs by industry,Manufacturing,12
South Yarra,2025,Jobs by industry,Manufacturing,11
South Yarra,2026,Jobs by industry,Manufacturing,11
South Yarra,2027,Jobs by industry,Manufacturing,10
South Yarra,2029,Jobs by industry,Manufacturing,10
South Yarra,2033,Jobs by industry,Manufacturing,9
South Yarra,2034,Jobs by industry,Manufacturing,9
South Yarra,2036,Jobs by industry,Manufacturing,9
South Yarra,2042,Jobs by industry,Manufacturing,9
South Yarra,2043,Jobs by industry,Manufacturing,8
South Yarra,2023,Jobs by industry,Other services,30
South Yarra,2024,Jobs by industry,Other services,30
South Yarra,2026,Jobs by industry,Other services,28
South Yarra,2033,Jobs by industry,Other services,27
South Yarra,2034,Jobs by industry,Other services,26
South Yarra,2039,Jobs by industry,Other services,25
South Yarra,2042,Jobs by industry,Other services,25
South Yarra,2043,Jobs by industry,Other services,25
South Yarra,2023,Jobs by industry,Public administration and safety,36
South Yarra,2027,Jobs by industry,Public administration and safety,31
South Yarra,2034,Jobs by industry,Public administration and safety,25
South Yarra,2036,Jobs by industry,Public administration and safety,28
South Yarra,2043,Jobs by industry,Public administration and safety,113
South Yarra,2026,Jobs by industry,Real estate services,0
South Yarra,2036,Jobs by industry,Real estate services,0
South Yarra,2041,Jobs by industry,Real estate services,0
South Yarra,2025,Jobs by industry,Rental and hiring services,0
South Yarra,2028,Jobs by industry,Rental and hiring services,0
South Yarra,2029,Jobs by industry,Rental and hiring services,0
South Yarra,2030,Jobs by industry,Rental and hiring services,0
South Yarra,2035,Jobs by industry,Rental and hiring services,0
South Yarra,2036,Jobs by industry,Rental and hiring services,0
South Yarra,2041,Jobs by industry,Rental and hiring services,0
South Yarra,2042,Jobs by industry,Rental and hiring services,0
South Yarra,2023,Jobs by industry,Retail trade,11
South Yarra,2024,Jobs by industry,Retail trade,11
South Yarra,2026,Jobs by industry,Retail trade,11
South Yarra,2031,Jobs by industry,Retail trade,12
South Yarra,2033,Jobs by industry,Retail trade,13
South Yarra,2034,Jobs by industry,Retail trade,13
South Yarra,2036,Jobs by industry,Retail trade,13
South Yarra,2037,Jobs by industry,Retail trade,13
South Yarra,2042,Jobs by industry,Retail trade,13
South Yarra,2025,Jobs by industry,"Transport, postal and storage",1
South Yarra,2027,Jobs by industry,"Transport, postal and storage",1
South Yarra,2028,Jobs by industry,"Transport, postal and storage",1
South Yarra,2030,Jobs by industry,"Transport, postal and storage",1
South Yarra,2036,Jobs by industry,"Transport, postal and storage",1
South Yarra,2037,Jobs by industry,"Transport, postal and storage",1
South Yarra,2040,Jobs by industry,"Transport, postal and storage",1
South Yarra,2041,Jobs by industry,"Transport, postal and storage",1
South Yarra,2043,Jobs by industry,"Transport, postal and storage",1
South Yarra,2028,Jobs by industry,Wholesale trade,2
South Yarra,2038,Jobs by industry,Wholesale trade,2
South Yarra,2040,Jobs by industry,Wholesale trade,2
South Yarra,2041,Jobs by industry,Wholesale trade,2
South Yarra,2043,Jobs by industry,Wholesale trade,2
Southbank,2024,Jobs by industry,Accommodation,2205
Southbank,2025,Jobs by industry,Accommodation,2304
Southbank,2029,Jobs by industry,Accommodation,2526
Southbank,2030,Jobs by industry,Accommodation,2580
Southbank,2031,Jobs by industry,Accommodation,2626
Southbank,2032,Jobs by industry,Accommodation,2654
Southbank,2034,Jobs by industry,Accommodation,2694
Southbank,2023,Jobs by industry,Admin and support services,1197
Southbank,2029,Jobs by industry,Admin and support services,1393
Southbank,2031,Jobs by industry,Admin and support services,1466
Southbank,2032,Jobs by industry,Admin and support services,1497
Southbank,2035,Jobs by industry,Admin and support services,1539
Southbank,2037,Jobs by industry,Admin and support services,1572
Southbank,2043,Jobs by industry,Admin and support services,1652
Southbank,2025,Jobs by industry,Agriculture and mining,687
Southbank,2030,Jobs by industry,Agriculture and mining,754
Southbank,2031,Jobs by industry,Agriculture and mining,773
Southbank,2032,Jobs by industry,Agriculture and mining,784
Southbank,2035,Jobs by industry,Agriculture and mining,815
Southbank,2036,Jobs by industry,Agriculture and mining,827
Southbank,2030,Jobs by industry,Arts and recreation services,12933
Southbank,2031,Jobs by industry,Arts and recreation services,13202
Southbank,2042,Jobs by industry,Arts and recreation services,15959
Southbank,2023,Jobs by industry,Business services,7847
Southbank,2026,Jobs by industry,Business services,8552
Southbank,2029,Jobs by industry,Business services,9216
Southbank,2030,Jobs by industry,Business services,9420
Southbank,2032,Jobs by industry,Business services,9838
Southbank,2033,Jobs by industry,Business services,10032
Southbank,2036,Jobs by industry,Business services,10524
Southbank,2040,Jobs by industry,Business services,10690
Southbank,2042,Jobs by industry,Business services,10950
Southbank,2023,Jobs by industry,Construction,966
Southbank,2024,Jobs by industry,Construction,965
Southbank,2028,Jobs by industry,Construction,1053
Southbank,2032,Jobs by industry,Construction,1112
Southbank,2037,Jobs by industry,Construction,1136
Southbank,2040,Jobs by industry,Construction,1148
Southbank,2041,Jobs by industry,Construction,1150
Southbank,2023,Jobs by industry,Education and training,1254
Southbank,2024,Jobs by industry,Education and training,1392
Southbank,2030,Jobs by industry,Education and training,1856
Southbank,2033,Jobs by industry,Education and training,2064
Southbank,2035,Jobs by industry,Education and training,2193
Southbank,2037,Jobs by industry,Education and training,2279
Southbank,2041,Jobs by industry,Education and training,2356
Southbank,2039,Jobs by industry,"Electricity, gas, water and waste services",1355
Southbank,2040,Jobs by industry,"Electricity, gas, water and waste services",1366
Southbank,2042,Jobs by industry,"Electricity, gas, water and waste services",1380
Southbank,2023,Jobs by industry,Finance and insurance,1050
Southbank,2024,Jobs by industry,Finance and insurance,1061
Southbank,2028,Jobs by industry,Finance and insurance,1142
Southbank,2031,Jobs by industry,Finance and insurance,1181
Southbank,2036,Jobs by industry,Finance and insurance,1218
Southbank,2038,Jobs by industry,Finance and insurance,1230
Southbank,2039,Jobs by industry,Finance and insurance,1235
Southbank,2023,Jobs by industry,Food and beverage services,4187
Southbank,2024,Jobs by industry,Food and beverage services,5121
Southbank,2027,Jobs by industry,Food and beverage services,6258
Southbank,2030,Jobs by industry,Food and beverage services,6902
Southbank,2032,Jobs by industry,Food and beverage services,7203
Southbank,2034,Jobs by industry,Food and beverage services,7356
Southbank,2042,Jobs by industry,Food and beverage services,7999
Southbank,2043,Jobs by industry,Food and beverage services,8058
Southbank,2024,Jobs by industry,Health care and social assistance,501
Southbank,2025,Jobs by industry,Health care and social assistance,534
Southbank,2026,Jobs by industry,Health care and social assistance,582
Southbank,2029,Jobs by industry,Health care and social assistance,667
Southbank,2030,Jobs by industry,Health care and social assistance,698
Southbank,2037,Jobs by industry,Health care and social assistance,952
Southbank,2038,Jobs by industry,Health care and social assistance,992
Southbank,2023,Jobs by industry,Information media and telecommunications,2583
Southbank,2024,Jobs by industry,Information media and telecommunications,2603
Southbank,2028,Jobs by industry,Information media and telecommunications,2851
Southbank,2031,Jobs by industry,Information media and telecommunications,3044
Southbank,2033,Jobs by industry,Information media and telecommunications,3137
Southbank,2034,Jobs by industry,Information media and telecommunications,3177
Southbank,2035,Jobs by industry,Information media and telecommunications,3218
Southbank,2042,Jobs by industry,Information media and telecommunications,3453
Southbank,2043,Jobs by industry,Information media and telecommunications,3473
Southbank,2029,Jobs by industry,Manufacturing,3918
Southbank,2033,Jobs by industry,Manufacturing,3861
Southbank,2036,Jobs by industry,Manufacturing,4004
Southbank,2038,Jobs by industry,Manufacturing,4314
Southbank,2041,Jobs by industry,Manufacturing,4525
Southbank,2023,Jobs by industry,Other services,599
Southbank,2030,Jobs by industry,Other services,688
Southbank,2032,Jobs by industry,Other services,708
Southbank,2033,Jobs by industry,Other services,715
Southbank,2037,Jobs by industry,Other services,752
Southbank,2039,Jobs by industry,Other services,771
Southbank,2042,Jobs by industry,Other services,796
Southbank,2023,Jobs by industry,Public administration and safety,3499
Southbank,2026,Jobs by industry,Public administration and safety,3516
Southbank,2027,Jobs by industry,Public administration and safety,3530
Southbank,2038,Jobs by industry,Public administration and safety,3712
Southbank,2041,Jobs by industry,Public administration and safety,3765
Southbank,2043,Jobs by industry,Public administration and safety,3821
Southbank,2028,Jobs by industry,Real estate services,572
Southbank,2029,Jobs by industry,Real estate services,579
Southbank,2030,Jobs by industry,Real estate services,587
Southbank,2036,Jobs by industry,Real estate services,633
Southbank,2037,Jobs by industry,Real estate services,639
Southbank,2038,Jobs by industry,Real estate services,645
Southbank,2043,Jobs by industry,Real estate services,675
Southbank,2023,Jobs by industry,Rental and hiring services,2
Southbank,2025,Jobs by industry,Rental and hiring services,3
Southbank,2027,Jobs by industry,Rental and hiring services,4
Southbank,2030,Jobs by industry,Rental and hiring services,4
Southbank,2032,Jobs by industry,Rental and hiring services,4
Southbank,2034,Jobs by industry,Rental and hiring services,4
Southbank,2036,Jobs by industry,Rental and hiring services,4
Southbank,2023,Jobs by industry,Retail trade,2348
Southbank,2024,Jobs by industry,Retail trade,2429
Southbank,2025,Jobs by industry,Retail trade,2506
Southbank,2027,Jobs by industry,Retail trade,2737
Southbank,2029,Jobs by industry,Retail trade,2924
Southbank,2033,Jobs by industry,Retail trade,3172
Southbank,2034,Jobs by industry,Retail trade,3225
Southbank,2035,Jobs by industry,Retail trade,3276
Southbank,2037,Jobs by industry,Retail trade,3360
Southbank,2040,Jobs by industry,Retail trade,3460
Southbank,2043,Jobs by industry,Retail trade,3592
Southbank,2024,Jobs by industry,"Transport, postal and storage",882
Southbank,2025,Jobs by industry,"Transport, postal and storage",911
Southbank,2027,Jobs by industry,"Transport, postal and storage",950
Southbank,2029,Jobs by industry,"Transport, postal and storage",979
Southbank,2031,Jobs by industry,"Transport, postal and storage",1001
Southbank,2036,Jobs by industry,"Transport, postal and storage",1029
Southbank,2042,Jobs by industry,"Transport, postal and storage",1101
Southbank,2031,Jobs by industry,Wholesale trade,967
Southbank,2032,Jobs by industry,Wholesale trade,983
Southbank,2034,Jobs by industry,Wholesale trade,1016
Southbank,2036,Jobs by industry,Wholesale trade,1092
Southbank,2037,Jobs by industry,Wholesale trade,1132
Southbank,2039,Jobs by industry,Wholesale trade,1207
Southbank,2040,Jobs by industry,Wholesale trade,1240
Southbank,2042,Jobs by industry,Wholesale trade,1242
West Melbourne (Industrial),2024,Jobs by industry,Accommodation,15
West Melbourne (Industrial),2030,Jobs by industry,Accommodation,37
West Melbourne (Industrial),2032,Jobs by industry,Accommodation,51
West Melbourne (Industrial),2041,Jobs by industry,Accommodation,73
West Melbourne (Industrial),2024,Jobs by industry,Admin and support services,3
West Melbourne (Industrial),2025,Jobs by industry,Admin and support services,3
West Melbourne (Industrial),2026,Jobs by industry,Admin and support services,3
West Melbourne (Industrial),2028,Jobs by industry,Admin and support services,4
West Melbourne (Industrial),2032,Jobs by industry,Admin and support services,6
West Melbourne (Industrial),2033,Jobs by industry,Admin and support services,7
West Melbourne (Industrial),2037,Jobs by industry,Admin and support services,7
West Melbourne (Industrial),2038,Jobs by industry,Admin and support services,7
West Melbourne (Industrial),2039,Jobs by industry,Admin and support services,8
West Melbourne (Industrial),2040,Jobs by industry,Admin and support services,8
West Melbourne (Industrial),2041,Jobs by industry,Admin and support services,8
West Melbourne (Industrial),2023,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2026,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2027,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2030,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2035,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2038,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2039,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2041,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2043,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2024,Jobs by industry,Arts and recreation services,66
West Melbourne (Industrial),2028,Jobs by industry,Arts and recreation services,82
West Melbourne (Industrial),2034,Jobs by industry,Arts and recreation services,151
West Melbourne (Industrial),2035,Jobs by industry,Arts and recreation services,156
West Melbourne (Industrial),2037,Jobs by industry,Arts and recreation services,167
West Melbourne (Industrial),2042,Jobs by industry,Arts and recreation services,194
West Melbourne (Industrial),2025,Jobs by industry,Business services,90
West Melbourne (Industrial),2027,Jobs by industry,Business services,94
West Melbourne (Industrial),2028,Jobs by industry,Business services,96
West Melbourne (Industrial),2031,Jobs by industry,Business services,109
West Melbourne (Industrial),2033,Jobs by industry,Business services,134
West Melbourne (Industrial),2036,Jobs by industry,Business services,138
West Melbourne (Industrial),2037,Jobs by industry,Business services,139
West Melbourne (Industrial),2040,Jobs by industry,Business services,139
West Melbourne (Industrial),2041,Jobs by industry,Business services,140
West Melbourne (Industrial),2023,Jobs by industry,Construction,52
West Melbourne (Industrial),2025,Jobs by industry,Construction,52
West Melbourne (Industrial),2030,Jobs by industry,Construction,57
West Melbourne (Industrial),2035,Jobs by industry,Construction,59
West Melbourne (Industrial),2040,Jobs by industry,Construction,58
West Melbourne (Industrial),2043,Jobs by industry,Construction,58
West Melbourne (Industrial),2024,Jobs by industry,Education and training,19
West Melbourne (Industrial),2026,Jobs by industry,Education and training,25
West Melbourne (Industrial),2027,Jobs by industry,Education and training,26
West Melbourne (Industrial),2033,Jobs by industry,Education and training,93
West Melbourne (Industrial),2035,Jobs by industry,Education and training,98
West Melbourne (Industrial),2039,Jobs by industry,Education and training,106
West Melbourne (Industrial),2043,Jobs by industry,Education and training,112
West Melbourne (Industrial),2023,Jobs by industry,"Electricity, gas, water and waste services",67
West Melbourne (Industrial),2024,Jobs by industry,"Electricity, gas, water and waste services",67
West Melbourne (Industrial),2026,Jobs by industry,"Electricity, gas, water and waste services",67
West Melbourne (Industrial),2027,Jobs by industry,"Electricity, gas, water and waste services",68
West Melbourne (Industrial),2028,Jobs by industry,"Electricity, gas, water and waste services",68
West Melbourne (Industrial),2033,Jobs by industry,"Electricity, gas, water and waste services",71
West Melbourne (Industrial),2041,Jobs by industry,"Electricity, gas, water and waste services",75
West Melbourne (Industrial),2043,Jobs by industry,"Electricity, gas, water and waste services",75
West Melbourne (Industrial),2023,Jobs by industry,Finance and insurance,1
West Melbourne (Industrial),2025,Jobs by industry,Finance and insurance,2
West Melbourne (Industrial),2027,Jobs by industry,Finance and insurance,2
West Melbourne (Industrial),2028,Jobs by industry,Finance and insurance,2
West Melbourne (Industrial),2030,Jobs by industry,Finance and insurance,2
West Melbourne (Industrial),2034,Jobs by industry,Finance and insurance,3
West Melbourne (Industrial),2035,Jobs by industry,Finance and insurance,3
West Melbourne (Industrial),2041,Jobs by industry,Finance and insurance,4
West Melbourne (Industrial),2042,Jobs by industry,Finance and insurance,4
West Melbourne (Industrial),2024,Jobs by industry,Food and beverage services,63
West Melbourne (Industrial),2026,Jobs by industry,Food and beverage services,103
West Melbourne (Industrial),2027,Jobs by industry,Food and beverage services,106
West Melbourne (Industrial),2029,Jobs by industry,Food and beverage services,116
West Melbourne (Industrial),2031,Jobs by industry,Food and beverage services,155
West Melbourne (Industrial),2032,Jobs by industry,Food and beverage services,180
West Melbourne (Industrial),2035,Jobs by industry,Food and beverage services,207
West Melbourne (Industrial),2038,Jobs by industry,Food and beverage services,225
West Melbourne (Industrial),2039,Jobs by industry,Food and beverage services,232
West Melbourne (Industrial),2024,Jobs by industry,Health care and social assistance,11
West Melbourne (Industrial),2025,Jobs by industry,Health care and social assistance,31
West Melbourne (Industrial),2027,Jobs by industry,Health care and social assistance,53
West Melbourne (Industrial),2032,Jobs by industry,Health care and social assistance,211
West Melbourne (Industrial),2036,Jobs by industry,Health care and social assistance,340
West Melbourne (Industrial),2037,Jobs by industry,Health care and social assistance,366
West Melbourne (Industrial),2041,Jobs by industry,Health care and social assistance,511
West Melbourne (Industrial),2042,Jobs by industry,Health care and social assistance,539
West Melbourne (Industrial),2023,Jobs by industry,Information media and telecommunications,0
West Melbourne (Industrial),2025,Jobs by industry,Information media and telecommunications,1
West Melbourne (Industrial),2030,Jobs by industry,Information media and telecommunications,2
West Melbourne (Industrial),2032,Jobs by industry,Information media and telecommunications,4
West Melbourne (Industrial),2035,Jobs by industry,Information media and telecommunications,5
West Melbourne (Industrial),2036,Jobs by industry,Information media and telecommunications,5
West Melbourne (Industrial),2038,Jobs by industry,Information media and telecommunications,5
West Melbourne (Industrial),2039,Jobs by industry,Information media and telecommunications,5
West Melbourne (Industrial),2040,Jobs by industry,Information media and telecommunications,5
